,January,February,March,April,May,June,July,August,September,October,November,December
1990,0.9523452,0.9858058,0.9920149,0.99455774,0.9966965,0.9974521,0.997855,0.9982419,0.99848926,0.99871373,0.9988726,0.99903464
1991,0.9812459,0.06428507,0.04117373,0.03705982,0.030131057,0.020868473,0.017089067,0.014866853,0.012096992,0.010093591,0.008654796,0.007578548
1992,0.0001867833,2.8415465e-05,2.1067222e-05,1.5142839e-05,1.1048738e-05,9.500469e-06,8.271351e-06,6.825495e-06,5.675835e-06,5.098861e-06,4.541078e-06,3.8193925e-06
1993,0.9979031,0.99921536,0.9994804,0.99962604,0.9997397,0.9997943,0.9998349,0.9998654,0.99988663,0.9999027,0.99991786,0.9999293
1994,0.9529056,0.99131304,0.99669266,0.9993155,0.9995908,0.99980026,0.9999018,0.9999318,0.9999441,0.9999521,0.9999583,0.9999635
1995,0.9209258,0.99626416,0.9980603,0.9985985,0.99892044,0.99914086,0.9992994,0.9994168,0.9995004,0.99956554,0.99961543,0.99946433
1996,0.99850523,0.9994147,0.99961394,0.999718,0.9997813,0.9998233,0.99985623,0.99991465,0.9999404,0.99995387,0.999962,0.99996746
1997,0.99802196,0.9991221,0.9994159,0.99966836,0.99977213,0.99982554,0.9998547,0.9998838,0.99990356,0.99991643,0.9999248,0.99993765
1998,0.0010232585,0.0001637291,8.781012e-05,6.0321217e-05,5.0333147e-05,3.5287863e-05,2.2937968e-05,1.4299632e-05,1.0725177e-05,7.6030274e-06,6.1988026e-06,4.075894e-06
1999,0.00581483,0.00025015653,0.00012707248,7.925635e-05,6.170277e-05,4.7661775e-05,3.9511142e-05,3.4534914e-05,2.7965476e-05,2.4285559e-05,2.057051e-05,1.6897558e-05
2000,0.00055397477,0.00017385803,8.937101e-05,5.808225e-05,3.4486027e-05,1.9069605e-05,1.62989e-05,1.5679532e-05,1.6790664e-05,1.548559e-05,1.1052866e-05,1.0269689e-05
2001,0.0022479335,0.00025245055,0.00013666035,8.876757e-05,3.9910938e-05,3.032845e-05,2.710289e-05,2.0077388e-05,1.4257466e-05,1.2198251e-05,1.1530604e-05,1.025057e-05
2002,0.99642867,0.9991677,0.9995453,0.9997075,0.9998191,0.9998627,0.9998895,0.99992394,0.99995756,0.999977,0.99998343,0.9999862
2003,0.0019499239,0.00019265497,0.0001255627,9.00346e-05,7.0469854e-05,5.9798076e-05,4.215727e-05,3.5464553e-05,3.1973836e-05,2.5883892e-05,2.078902e-05,1.7457356e-05
2004,0.003894697,0.000692737,0.0003318904,0.00015189013,9.144089e-05,6.25779e-05,4.789319e-05,3.830494e-05,3.2055766e-05,2.7098851e-05,2.3794119e-05,2.1096692e-05
2005,0.000118355216,4.229701e-05,2.4194667e-05,1.5611691e-05,9.9997305e-06,7.285328e-06,6.617788e-06,5.254711e-06,4.134308e-06,4.8690217e-06,2.5876316e-06,2.262484e-06
2006,0.029708529,0.0065119304,0.0035960423,0.0022069067,0.0010582402,0.00038002915,0.00025204275,0.00017503633,0.0001416919,0.000110857065,9.077982e-05,7.880835e-05
2007,0.99268085,0.99843496,0.9991062,0.9993067,0.9994797,0.9995977,0.9996804,0.99973553,0.99977905,0.999813,0.999841,0.9998567
2008,0.9954075,0.9983936,0.99900717,0.99932003,0.99944514,0.99953556,0.9996489,0.99970776,0.9997391,0.99982375,0.99992704,0.99996734
2009,0.97219086,0.9922666,0.99615616,0.9978841,0.9986119,0.99893624,0.999171,0.9993568,0.9994673,0.9995479,0.9995819,0.99963176
2010,0.9918508,0.99733233,0.9980597,0.99853647,0.9988022,0.99900645,0.9991371,0.9993187,0.99968576,0.999793,0.9998449,0.9998778
2011,0.959484,0.9894671,0.99428,0.99604106,0.99711823,0.9977996,0.9983347,0.99880946,0.9990715,0.999204,0.99935967,0.9994543
2012,0.0017180297,0.00023382778,0.0001353209,0.00010573246,8.082107e-05,7.3662624e-05,5.467232e-05,3.776998e-05,2.9465495e-05,2.3979772e-05,2.0036308e-05,1.6547232e-05
2013,0.0024515428,0.0183077,0.89992136,0.9773819,0.98670095,0.9907898,0.9941208,0.9952382,0.9964737,0.9972717,0.99753904,0.99780387
2014,0.0005241305,0.0002127422,0.00014825024,0.0001127366,8.848675e-05,7.129169e-05,5.5773147e-05,4.699619e-05,4.0890296e-05,3.4114284e-05,2.9822399e-05,2.6548054e-05
2015,0.000527751,7.500772e-05,4.5321576e-05,3.1723095e-05,2.0067755e-05,1.3414429e-05,1.0197437e-05,8.204047e-06,6.84157e-06,5.8226647e-06,5.3186063e-06,4.35554e-06
2016,0.00042216334,9.934806e-05,6.669609e-05,4.7711146e-05,3.6658217e-05,2.907057e-05,2.3875087e-05,1.9986199e-05,1.669172e-05,1.2078754e-05,9.610964e-06,7.902971e-06
2017,0.00075840874,0.00029240584,0.00021189457,0.00016306632,0.0002497341,0.00017747856,0.000115050476,6.667644e-05,4.6833386e-05,4.4462486e-05,4.5041437e-05,3.4470446e-05
2018,0.70571566,0.95374763,0.97152406,0.9865371,0.99327856,0.99506336,0.9960865,0.99771214,0.9984763,0.9996227,0.99980384,0.99992156
2019,0.0015983062,0.00076652854,0.00050045195,0.00035961156,0.00025229852,0.00018987105,0.00015083075,0.00012331935,0.000103380014,8.7093395e-05,7.167856e-05,6.4338354e-05
