,January,February,March,April,May,June,July,August,September,October,November,December
1990,0.0010372093,0.00041914146,0.00022711408,0.0001431543,8.0847596e-05,6.3472806e-05,5.4860644e-05,4.7374648e-05,4.1036063e-05,3.521339e-05,3.065513e-05,2.6602647e-05
1991,0.0022328843,0.31038117,0.5082264,0.6170005,0.7385979,0.8394992,0.87415725,0.8934914,0.91857904,0.9350469,0.9447724,0.95297736
1992,0.9980872,0.9996828,0.9997745,0.99985754,0.99990106,0.99991655,0.9999269,0.99994206,0.9999536,0.9999585,0.9999639,0.99996924
1993,0.0002257783,8.125205e-05,5.3962674e-05,4.5774505e-05,3.334794e-05,2.7621621e-05,2.2403823e-05,1.8455423e-05,1.553873e-05,1.294515e-05,1.1003664e-05,9.719557e-06
1994,0.019984271,0.0037731552,0.00117019,0.00020991734,0.0001016993,4.5200493e-05,2.4151283e-05,1.5327694e-05,1.2355852e-05,1.0531398e-05,9.021562e-06,7.798778e-06
1995,0.0043228213,0.00036869157,0.00023459617,0.00016638015,0.00012717306,0.00010026324,8.199124e-05,6.852801e-05,5.8242982e-05,5.0432915e-05,4.394268e-05,6.264707e-05
1996,7.76308e-05,3.118162e-05,1.963963e-05,1.3619775e-05,1.0738383e-05,8.419255e-06,7.009402e-06,5.172478e-06,3.4908733e-06,2.6255852e-06,2.146619e-06,1.813733e-06
1997,0.0006066676,0.00028374308,0.00019047564,0.00010291844,7.1727874e-05,5.528384e-05,4.6186247e-05,3.709165e-05,3.0634197e-05,2.6813676e-05,2.4529438e-05,2.000596e-05
1998,0.9931738,0.9987583,0.9993604,0.9995665,0.9996482,0.9997547,0.9998658,0.99990225,0.9999268,0.9999546,0.99996305,0.9999732
1999,0.015707972,0.0015946004,0.00058715476,0.0003968642,0.00024014188,0.00018060418,0.00014044301,0.00010978178,9.2783666e-05,8.122042e-05,6.807494e-05,6.1966755e-05
