,January,February,March,April,May,June,July,August,September,October,November,December
1990,0.0015456716,0.0005155528,0.00031866832,0.0001953909,0.000117832635,9.139744e-05,7.785077e-05,6.671829e-05,5.9940125e-05,5.16e-05,4.579928e-05,4.036472e-05
1991,0.001455029,0.037713055,0.020906448,0.017670628,0.013219751,0.008491377,0.0068798615,0.005623272,0.0043420442,0.0034037244,0.0029509289,0.0025509428
1992,0.00025249642,3.8143655e-05,2.6491132e-05,1.687044e-05,1.1849586e-05,9.850589e-06,8.594448e-06,6.628102e-06,5.1152056e-06,4.511339e-06,3.862783e-06,3.3371618e-06
1993,6.060501e-05,2.087623e-05,1.3894863e-05,1.1850711e-05,8.597431e-06,7.0889228e-06,5.5775613e-06,4.570434e-06,3.86068e-06,3.6012782e-06,3.2939388e-06,2.970206e-06
1994,0.0026733205,0.00062193,0.00019971443,4.2936717e-05,3.5108416e-05,2.0782007e-05,9.330188e-06,6.321396e-06,5.1966304e-06,4.3525706e-06,3.7230839e-06,3.2203911e-06
1995,0.0014875225,0.00014055592,9.5639225e-05,6.9739806e-05,5.368182e-05,4.2657615e-05,3.5111905e-05,2.952355e-05,2.5052219e-05,2.1842128e-05,1.8806895e-05,3.0114288e-05
1996,3.68259e-05,1.4898684e-05,1.0025405e-05,7.4913796e-06,5.907348e-06,4.921405e-06,4.0366317e-06,2.499213e-06,2.089332e-06,1.8691359e-06,1.5928405e-06,1.3958977e-06
1997,0.00016747834,7.783768e-05,5.2400534e-05,2.470217e-05,1.7444425e-05,1.3568485e-05,1.140944e-05,9.143272e-06,7.8664325e-06,6.7050046e-06,6.1605597e-06,5.0436984e-06
1998,0.00022291324,4.920945e-05,2.5715111e-05,1.7756913e-05,1.48410245e-05,1.0680547e-05,4.8770867e-06,3.6327976e-06,3.0088668e-06,2.2416154e-06,1.8607849e-06,1.3314657e-06
1999,0.0004179762,3.3754324e-05,1.4185161e-05,9.48649e-06,7.257294e-06,5.359986e-06,4.203399e-06,3.5311948e-06,3.0025892e-06,2.575217e-06,2.1195383e-06,1.7277077e-06
2000,0.00044035772,0.000119773584,6.6431865e-05,4.3239077e-05,2.7725264e-05,1.58103e-05,1.2323053e-05,8.151744e-06,8.278083e-06,5.7574443e-06,4.231535e-06,4.0310674e-06
2001,0.99284655,0.9989428,0.99939203,0.99960095,0.9997619,0.9998216,0.9998511,0.9998852,0.9999132,0.99992514,0.9999317,0.9999391
2002,0.0014522347,0.00031079946,0.00015835061,0.00010260309,5.989079e-05,4.356095e-05,3.6176934e-05,2.8661934e-05,1.4573437e-05,7.849825e-06,5.857308e-06,5.100865e-06
2003,0.003665188,0.00036461267,0.00019183476,0.00013040862,9.824817e-05,7.657859e-05,5.9975588e-05,5.083135e-05,4.4559496e-05,3.7349375e-05,3.2163065e-05,2.8015313e-05
2004,0.00052981597,9.594062e-05,4.7343994e-05,2.8348097e-05,1.47383025e-05,1.0510167e-05,7.981072e-06,6.593549e-06,5.313472e-06,4.663142e-06,4.098538e-06,3.4433817e-06
